chunk_id,chunk_text,manual_it_spend_tag,manual_relevant_text,notes
11,"Chair. Okay, so when I look at the history on this thing, we got quite a bit of lapse on it, and I don't know if that's necessarily good or bad, but we use this to buy equipment and provide therapies for folks that are visually impaired, correct? Correct. And so, but we're running it roughly eight and a half million, but we're, we're lapsing three and a half million dollars, so as, and I understand the biggest part of this comes from the, from the federal line on it, but it looks to me like, when we go look in 24, that we were consuming the general revenue at a higher rate than the, in the lapse category, higher than the, than the federal line, so it looks like we were spending GR when we might have had an opportunity to spend federal dollars instead. So is there several items within that that's not evident from the, from the pages that would require us to use that general revenue first? So how does that work?",FALSE,,
12,"Yeah, so there's a couple different programs in there. One's prevention of blindness, so the glaucoma string and things like that they do, that's a hundred percent GR. The VOC rehab grant is around a 80% federal match, so to a certain degree we've got to spend the overall GR to earn the federal. There's also some MOE requirements with that VOC rehab grant that we're required to meet, however much we spent, I think it's like two years ago. So there's several different things going on in that section. I think, is Keith back there? This is where we run the SSA, Social Security money through too, right? That's money we get back from the Fed that we can use 100% federal. And there are some 100% federal components in there too, through the Social Security Administration. So where there wasn't an opportunity to draw down those, those federal dollars because we weren't, that folks weren't accessing that particular thing, which depends on what services they were accessing, yeah. So on the glaucoma screening, so apparently we did a bunch of those last fiscal year, because between 23 and 24 that the general revenue lapse went from $253,000 to $16,000, so would that be an example of what what you're talking about there? Yeah, and it also goes back to the MOE, so we have to spend so much state share every year. So if you look at where it was two years ago in 22, it was closer to that amount, so and that falls over a federal fiscal year. So our claiming and matching doesn't always match up perfectly with the state fiscal year. But the federal line stayed generally the same all the way through? Yeah, because you have to spend X amount of GR for the MOE portion of the Voc Rehab Grant. Oh, okay, so on that portion that required a match of some kind or another. Right, so if you spend $800,000, I think it's two years, right? Two years ago, you get 80-20 match, but you still have to spend $800,000, so you know, to a certain degree, like if you get $800,000, you spend the $800,000, I'll just make it up, you're gonna earn $7.2 million or whatever it is. All right, you know, but if you spend less than that, your federal earnings go down, so you almost got to spend to a certain degree that $800,000, which kind of messes with your match, because you might get 80%, you might get 75% on the money. So in order to closer balance that, we would have to have those more folks in, I guess I should be happy that we don't have people who have to access this. You'd have to have more clients, basically. More clients, but from the standpoint of an opportunity to draw down that federal for folks with that disability, we've absorbed all of those, we've taken care of all of those folks, generally, that need that service. I think that's what. We have served all the people that come in. There is no waiting list, we are serving everybody that comes to our door. And that's a better way to say it. Thank you very much, thank you Mr. Chair. All right, next section is on page 485. This is for a one-time funding in 20, well in 25 of the St. Louis Society for the Blind and Visually Impaired. This is for a non-profit organization to provide enhanced independence and empower individuals and enrich lives of the people that are visually impaired or blind located in St. Louis. And I think that is run through AlphaPoint, which is a agency out there that works with that. Nope, nope, next section is AlphaPoint. That is actually the St. Louis Society for the Blind and Visually Impaired is the name of the vendor. The next section is for AlphaPoint and that's on page 490. This again was one-time funding in FY 25 of $500,000 to AlphaPoint, a non-profit organization that provides rehab, career training, employment service, education, advocacy for individuals Kansas City area experiencing vision loss. It was 500,000 GR.",FALSE,,
13,"The next section is a business enterprise section. So what this is, is there are, this is due the Randolph Shepard Act. The Department of Social Services actually has a contract for the meal services at Fort Leonard Wood. That money goes through Department of Social Services and we pass that on to a vendor down there who part, there's a blind vendor that partners with an agency to provide the meal services at Fort Leonard Wood. And it's 43.4 million federal funds. You know we see this every year and seven years for me and I still really don't understand this although maybe I just need to go read the Randolph Shepard Act which I admit I've never done. Maybe it be very obvious but you know this is a lot of money and it's just federal money but to be running through our budget and seemingly you know it's hard for me to realize what if anything we really have to do with this but and it's also hard for me to believe like are you telling me if we turn this away that nobody's gonna eat at Fort Leonard Wood like I find that hard to believe as well. So the problem is we own the contract now but you're right I mean if so what the Randolph Shepard does is it gives blind vendors preference for federal contracts around meal services. For these for the for the military that money has to go through us for them for the blind vendor to own it because we have to sign off on the contract. We you know there are vendors that provide services blind vendors that provide services at other federal institutions that don't run through us. This started I think in 2004 and like you said it's been around for a long time but the only way for that blind vendor to have that contract down there and they do contract with a provider down there that actually provides it but that does run through us but yeah I understand what you're saying. What is the distinction of the other blind vendors and contracts that that's that makes this one unique? This this is the way the military needed it set up is my understanding. So you're saying for those other vendors and those other contracts they're not DOD contracts? No not all of those are DOD this is a DOD contract. So that's the distinction as it relates to Randolph Shepard? As far as I remember as yeah all of them had to follow the Randolph Shepard Act. This is the only one that runs through us. My understanding is that's the way the Department of Defense that we have to pass that money through. And so if I'm understanding you correctly if we didn't do this they're still gonna eat at Fort Leonard Wood they just might not have the current vendor? Right or there would be a bid down there. I see okay. And so you're right but we still own the contract.So if we were gonna get away from doing this we'd have to give some sort of notice to the Department of Defense on this Representative Mayhew proceed now I think I probably ask this question every year also because I did did we get any kind of administrative fee for Running this through. No, the the blind vendor does get some administrative portions down there But this state does not get anything out of this. So we're we get involved in this. Just we're you said is our contract and The feds write us a check for 43 million dollars and we write a check to them for 43 million, correct? And I I'm like the chair. I've never understood this and understood why we did it I'm sure it's probably detailed in the federal legislation somehow My biggest question now and I think we I noticed this a couple years back is is that how The the number of trainees that go through Fort Leonard Wood stays pretty static But we see a lapse here on this line and I any regard general revenue I don't know why I'm worried about it But we go from three million laps to twelve and a half million laps back to 1.6 million laps And do you get any idea how that happens So is that a new contract every year or how does it work? So there is a new contract Yeah, their their census moves up and down From time to time plus it's based on a contractual amount That we have to provide purse Meal they serve now there was a new contractor that came on last year So we were paying off the old contractor and the new contractor through the Department of Defense but yeah, if you If you go look at our program description book at 257 it kind of details sort of the number of meals served so in 2022 we served 7.8 million in 2023 the vendor served 6.9 8 8 and this last year at 6.8 6 1 but there was also inflationary increases in that contract Due to the cost of food and the cost of serving the meals so that those all stand sounded With it certainly within the range, right? Right though. There wasn't that big huge difference It was just that one stuck out Like I said, I don't know why I'm worried about it because not GR But it just seems odd that that we even are participating in this. I'm with the chair on that one okay, and you're talking about that how it jumped up in 2024 to from 2023 the So we there was twelve and a half million in lapse in 2023 and then back to one and a half million which it was closer to the Sort of within a million. Anyway, that was due to switch over vendors During That time frame so we had one vendor and then we switched to a new vendor and so there were some carryover expenses That along went along with that Plus some billing things some timing of the the timing of the payments for that contract Sounds like we've got a lot of time invested in this thing. Correct every year.",FALSE,,
14,"So, okay. Well, thank you. Thank you.",FALSE,,
15,"Mr. Chair There's also a increase asked for the business enterprise for the contract of 1.2 million based on what we expect this meal senses and cost to be for this in 2026 Next section is child support field and operations page 504 So these are child support staff Located throughout the state. It's thirty five point three million total six million gr And 584 staff. So these are the staff that Do the child support enforcement functions do the wage withholdings in the overall program? Next is page 512 Clay County parenting court program. This is a one-time added in FYI 2025 of $50,000. This is the Clay County parenting court program to provide print parenting correct them support resources along with assisting parents in finding employment and they are partnering with March Inc. That is a current contractor for mediation Next section is the child support enforcement call center. That's four point six million Dollars sixty seven FTE and one point four six million gr So as individuals are calling into our child support call center, these are the staff that answer those calls Next to the child support on page 523 child support reimbursement to counties 17.5 million total 2.2 million So the county's all provide certain child support activities the legal enforcement Arm of a lot of these actions are handed out to the counties along with some of the administrative actions This is reimbursement to the local counties for their child support activities What is that on 523 the last Portion of the last sentence there in addition to the federal match on state funds This core is also funded with non matchable incentive payments. What is that non matchable is sort of so payments the incentive payments? That's a hundred percent federal money So it doesn't require a match. So the normal match for this program is 4d is 66% federal we also based on performance all states are sort of measured against each other and So we get a certain amount of 100% federal money. I think it's around 12 million dollars. And so a portion of this So if you look at you know, it's 2.2 million gr and 14.8 million federal in 400,000 other a Big portion of that federal comes from the incentive program, which is 100% doesn't require a match. Okay. I appreciate that I was almost reading that as maybe it was You know 100% gr not or you know that there was no federal match, but it's a all federal not requiring a state match What is the Like what exactly what are we incentivizing? Everyone's advising and we're incentivizing the counties to do what so this isn't Incentivized these are incentives that the state receives so For the 4d program as a state if you rank so high in like Your percentage of support collected your Paternity matches so they rank you turn in all your data You get ranked nationally the higher you ranked the more incentive funds the state receives Which is a hundred the incentive is that it's a hundred percent federal Incentive Payments and we're using these incentive payments by which we've received to help support this core item Yes, funny source. Yeah Perhaps that was abundantly clear to begin with but I appreciate you explaining that to me. Thank you All right, the next section on page 528 is a distribution pass-through This is thirty six point five million federal and six million other for a total of forty two point five million What this is is for federal tax intercepts when we intercept that money this gives us mechanism to either pay that money out to the custodial parent or Refund any Overages or collections in air back to the non custodial parent or the person that we intercepted it from You know a lot of laps here and I mean you go back a few years and Boy, we used used about all of it. I'm assuming that was probably kovat related Yes, but you know those stimulus checks have been fewer and far in between. I mean, do we really need? Of course we don't have as much of authority as we did but you know, we've still 42 million and yeah This is one of those approaches where we don't really control what we intercept That's that's the IRS intercepts and send it to us and we have so many days to get it out What happens that you're right is during the kovat year the feds decide what is eligible for intercept and what's not once they intercept that money if we don't have the authority to either pass that to the custodial parent or Return the portion back to non custodial parent then we have to sit on the money until we get a supplemental So it is pretty high we kind of ran pretty close back that one year when we did originally receive it So we had to come in with Basically a supplemental for that year. I think that was 2021 or 2020 so we've kind of been a little bit Larry about that But you if I understood you correctly, I thought you were saying initially that There is a requirement a set number of days that we have by which to pass it through But then I said if we don't have the authority we'll have to wait till a supplemental So kind of puts us at odds with the feds if we do that. Yeah But there's nothing they can do about it, yeah, okay.",FALSE,,
16,All right.,FALSE,,
17,"Got it. Thank you The next is the debt offset escrow transfer So this is like the previous one But instead of being federal money These are for state tax intercepts to pass that along to the custodial parent or back to the non custodial parent And that is the last section for FSD Okay, Jerry and Yeager's Brennan Key Department of Social Services Office of Workforce and Community Initiatives Page 538 is the funding for our staff for administration purposes Page 543 is for the community partnerships so there are 20 community partnershipsand the Family and Community Trust Board and so they're located in various parts of the state. They focus on six core areas, safe children and families, healthy children, children ready to enter school, so a lot of youth type of programs. Representative Lewis, you have an inquiry, you may proceed. Thank you. I see there's about an 8.2 million direct allocation that goes to the 20 community partnerships with the biggest, the largest share going to Arches and Link, the one in Kansas City, one in St. Louis. They also, this is the direct appropriation, is that direct appropriation for them to to administer grants that come from from DSS or is it for them to give grants to other entities? I mean what's the purpose of the direct appropriation of 8.23? So we have a list and like a breakdown and we can get that, I don't have it with me today, of what the 8.2 million dollars, some of its direct programming, some of its other administrative funds. I think if what you're getting to is does this support programs that are already being supported, beginning this year, at least for our programs, we went away from the direct percentage amount and for every one of their programs they are now required to give us a budget and a budget narrative outside of this, right, because this is the the core money, a budget and a budget narrative with their actual costs and they only get administration on allowable costs, which that's per OMB guidance, right, so they could get 15% but it's only of the first $50,000 per subrecipient plus their actual costs. So if you're if you're interested in seeing some specific budgets, I'm sure you are. You know I am. That's a big difference between what they were getting on a 3.7 million dollar contract at $370,000. If it was on $50,000 in the first, as you said, 15% on the first 50, I'd be happy with that change if that's and then you will have to keep in mind that we do also allow them to have direct costs though. So if they have a like a half of a salary of a staff person or a quarter of a staff person or whatever, they're going to get that plus their fringe too. So they'll have their actual and then they'll have the percentage that they can get on their modified total direct costs. So there's a few line items that they can get that on, including the subrecipient, but I'd be happy to provide you whatever you need. One of the interesting things I saw on this, this is from 2024 I believe, you know, with one of the entities they received about from this direct appropriation, you know, the 8.3 they got 1.785, you know, basically 1.8 million. Of that, their administrative cost for that money that they have was like 1%, but that's the money they're distributing to themselves, the money that they're, so to administer their own funds they're taking about 1%, but to administer the funds that we give to other entities they were taking 10% or more. Yeah and I'd have to look to see what the percentage total like comes out of every one because they're all different now.",FALSE,,
18,"There's no like one size fits all. Yeah that would be enlightening to me, I'm sure. I've got, I mean, lots of things but, you know, I do want to get out of here at 1030, so I don't want to belabor this, but I do think it's very important that if we allocate and appropriate money in the state legislature to go to after-school programs, that that money goes to after-school programs. If we allocate money to go to anti-trafficking, that it goes to anti-trafficking and it isn't intercepted, and then skim taking 10% off the top to administer something in indirect cost when it's not costing them anything to do that. I mean, I know there's some, but it isn't $700,000 to do the, to administer that one grant. Yeah, and they'll get the 15% on their direct costs and then each sub up to $50,000, so if the sub was $20,000 they'd get 15% on the $20,000, but if it was a million they'd get it on the $50,000, so. Have you looked at, do you have new contracts in place for them? Because I know I've got several of the contracts that we had from previous years and, you know, I don't want to give away the farm, so I mean, I'd like to see a copy of the new contracts as well. So it will depend, I know it's gonna vary. Right, so we do, this is the tough part of the year, right, and when we go through these, I can tell you if it's a community partnership or not, a lot of them we do have in place. There are some, I know we're already in February, that we're still trying to get proposals from entities and things like that because the TNF block grant is pretty restrictive on how you can spend it, but we definitely can get over what we've got, budgets, budget narratives. Sure, just last question, on this, these line items here, you know, you've got 8.3 and only, I know only $632,000 of that is GR money, but the other are also at least somewhat fungible federal monies that we can do other programs within the Department of Social Services with, correct? Yes. I mean, we're using this, these seven, you know, the $7.6 million is going to these programs, and I'm not saying that they're bad programs, but those funds could be used to fund other good programs inside of the Department of Social Services budget, correct? Correct.",FALSE,,
19,"Oh, I just wanted to make sure that that's, you know, out there that we understand that fully. I appreciate, and I'll be looking forward to that. I know that we're on a time crunch, so the quickest you can get that information to me, the better, because, you know, there's a bill working its way through, and the budget language is going to have to be drafted to make sure that, that what we have here is what we, what we ought to have. So, I appreciate it. Thank you. Representative Chappell, you have any query on this item, you may proceed. Just very quickly, Mr.",FALSE,,
20,"Chair, thank you. So, just to make sure I understand, the community partnerships, they get their, whatever their expenses are, they get reimbursed for that, and then they get 15% of the first $50,000 for each sub grant that they divvy out to others. Right, so that's the modified total direct costs and applying the federally allowable de minimis. So, how many subs do these partners typically have? It varies. Sometimes, like on the new decision items, like where it's intended to go to one entity, there's one. Sure. Right, there's some that they might have four or five. So, it's gonna completely depend on what the program is and what they've got going on with it, but the ones, like I said, that are very pointed at a specific project, there's gonna be one. Sure, but 15% of $50,000 is $7,500, so if you have multiples of these subs, it still adds up to quite a bit when you consider that they've also got their expenses reimbursed, and this is just on top of that, right? Correct.",FALSE,,
21,"Okay, that's all I needed to know. Thank you. Representative Mayhew, you have an inquiry, please proceed. Thank you. The last two in course pretty much exhausted what my questions were, thank goodness, but just to reiterate, you're gonna provide us with a list of those recipients broke down? Yes. Okay, and to include their total administrative payment? So, what we can do is I can give you the program, the community partnership, and then their their costs split out, like fringe, you know, personnel, fringe, and then the de minimis that applies to it, because they don't, they don't have a federal, they don't have a federally negotiated rate, so they're gonna use the de minimis. Okay.",FALSE,,
