chunk_id,chunk_text,manual_it_spend_tag,manual_relevant_text,notes
11,"Right. It was put in last year, but the governor did not sign that. He vetoed that. Got it.",FALSE,,
12,"Got it. Two? Was it two? Two. Okay. All right. Thanks, Chris. You're welcome. Any other questions from the committee? Okay. Thanks, Ag. Thank you. Next and last is corrections. Good morning, Trevor. Good morning, Mr. Chairman. Whenever you want to get started, we're ready. Good morning. My name is Trevor Foley, Acting Director for the Missouri Department of Corrections. Thank you for the chance to be here this morning and we'll start rolling through the books For our new member, do you need any explanation about what the Department of Corrections does? No, I'll take his silence as amended. Thank you. No, Mr. Chair. Thank you. Thank you. For the opportunity. New member. Thank you. Quick question for clarification. Sure. I understand you wanted governor court changes and new decision items? Correct. We have several court changes throughout the book that we have every year as we reallocate staff across our sections. Governor approved all those. Skip them. Skip those. If not, then we'll just be hitting the new decision items. Perfect.",FALSE,,
13,"Thank you. Good morning. My name is Susan Pulliam. I'm the Director of Budget and Finance for the Department of Corrections. We'll start in book one, page one, NDI for the COLA. Department already has a retention pay plan, so the department will get the 1%. Yeah, you guys were ahead of the game. That is all the NDIs in book one. On to book two. Page 130 is a new decision item recommended by the governor. This is a maximum security staff stipend. It is a $1 per hour stipend for staff working in maximum security prisons. Page.",FALSE,,
14,Yeah.,FALSE,,
15,"Senator. I don't want to disturb myself, but does this include the Fulton State Hospital? I'm sorry? Fulton State Hospital is a DMH facility. Okay. It's DMH. Okay. It's a different department. Yeah. Thanks for the clarity. Yeah. You bet. Go ahead. Page 135 is a new decision item recommended by the governor. It is a restrictive housing stipend of $1.50 per hour for staff working in restrictive housing areas. So can I ask real quick, the changes that we've made on the pay plan specific to you all in the last couple of years, are we doing better on our retention at your facilities? Yes. Considerably? Notably?",FALSE,,
16,"Slightly? We have cut our vacancy rate in Corrections Officer 1's almost in half from our historic high water mark, which was less than three years ago. Good. So while we still are struggling with staff, we have approximately 960 CO1 vacancies right now. That's not a good position.",FALSE,,
17,"Right. But considering where we've been in the past, we continue to make progress. We've net gained another 250 officers in the last 12 months. Do you think these dollar stipends in a couple of these specific areas are going to be helpful? I do. I mean, I'll be honest. If we could get massive broad-based pay increases for all our staff. Massive broad-based? That would be wonderful. That's a quote. But that's not likely, given that anything like that for our staff because of the number of them is a big number. We're trying to target our resources where we have the biggest need. We're trying to learn from what we did with shift differential a couple of years ago. That expansion had a huge impact on our operations. So the first time anyone can remember, we had vacancies on day shift. We had tenured staff bidding into back shift posts. If we can do the same thing with our maximum security institutions, which is where our biggest vacancy rates are and our highest incidences of critical incidents, and do the same thing with our restrictive housing units, which is essentially prison within prison. That's where disciplinary issues go within a prison. So they're also very challenging environments. You put a little stipend behind that, and hopefully that we can start to build on the same effect. Thank you.",FALSE,,
18,"Yeah. Senator Boyle. How much did you spend? How much overtime? Last year, we spent about $54 million department-wide on overtime. Probably about full-time equivalent, probably about $900. That's back of the envelope math, but ...",FALSE,,
19,"Go ahead. Page 147 is a new decision item recommended by the governor for an electronic offender outcount. This is $816,000. This is a device used for offenders going on outcount for medical, court, or hospital outcounts. And that is the last new decision item in book two. Senator Boyle. Let's not ask other departments questions while we've got the Department of Corrections up here. Book three, page 312, is a new decision item recommended by the governor. This is for two contract compliance specialists. This is a request for spending authority for two reimbursable contract monitors. Money will go back into GR. Page 322 is a new decision item recommended by the governor for the healthcare contract increase. Page 325 is a new decision item for MAT expansion. This is opiate funds. This is a department that's taking an aggressive expansion in the medicated assisted treatment in our department. Page 338 is a new decision item for substance use contract increase. This is a GR amount of $1.535,790 million, and the other part, $1.9 million, is opiate funds. This difference represents a 3% contractual increase, as well as the increase in buddy utilization we expect. Page 349 is the NDI recommended by the governor for toxicology lab supplies. This is a contractual supply increase for supplies in our tox lab. Takes us to page 376, which is a new decision item recommended by the governor for an increase in spending authority for Missouri vocational enterprises. Page 387 is a new decision item recommended by the governor for a debt offset escrow release. This is a request to transfer additional funds into the inmate fund from the debt offset escrow. Takes us to page 423, which is a new decision item recommended by the governor. This is our low-risk automation. This is just a contractual amount. We are requesting an increase in spending authority. And that takes us to one more, page 460, vendor communication monitoring. This is a new decision item recommended by the governor. This is a result of an FCC ruling that went into effect on January 1st, where the permanent rate can no longer include the cost for security services charged to friends and family. So historically, a vendor communication services contract, which is phone and tablet services, they have their bid on a permanent rate. As part of that rate, vendors provide security-related services to the department, like phone call monitoring, call storage and recording, they're used in investigative purposes, forensic analysis of cell phones, drug dogs, all kinds of security add-on services. The FCC issued a ruling last fall, took effect in November, and the compliance date was January 1, that capped the phone rates and prohibited outside security services from being procured through those contracts. So it took effect January 1 or upon the expiration of your existing contract. Our contract expired December 31st of 2024. So we effectively had to comply immediately. So we would lose the ability to maintain all of those security services through that contract, so they have to be procured separately now. So this is a request to be able to keep those security services going, and the state's going to have to pay for them. There are 14 states that have signed on to a federal lawsuit that are challenging the rule, and then we're watching to see if the change in administration in Washington has any impact on it. Are we one of those states? We are. And then we're watching to see if the change of administration in Washington might alter the fate of the rule also. Okay. Senator Black. Thank you. I thought about this after you guys left the other day. MVE, I have people every now and then talk to me about what is provided through MVE, what do incarcerated people build, et cetera, like that. I'm sure you could tell me if I went online somewhere I could find it, but somebody bring me a range. I had somebody talk about Iowa building homes to me, and you're smiling, Trevor, you must already know that in some facility in Iowa they build some form of homes, and then they're used for economic development in places where I live. We actually examined MVE building tiny houses for a very similar purpose. We had a little problem with our Sally Port entrances being able to get the homes out of there. But we haven't given up. MVE is always looking for new industries to try to get in. We can certainly get you information on everything they do. I don't want to book this thick with everything, but some idea to remind myself what's there. Not a problem. Thank you, Mr.",TRUE,"So historically, a vendor communication services contract, which is phone and tablet services, they have their bid on a permanent rate. As part of that rate, vendors provide security-related services to the department, like phone call monitoring, call storage and recording, they're used in investigative purposes, forensic analysis of cell phones, drug dogs, all kinds of security add-on services.",
20,"Chair. Trevor, could you give me an update, and you don't even have to do it here, you can come by the office if you want, the project that we talked about from Vernon County, and then what's going on with the one that Joplin was chosen for, and you can do that, you can come by or you can do it now, whatever you want to do. Whatever works best for you, Senator. Mr. Chair, can you give him a couple of minutes to update me? Of course.",FALSE,,
21,"OK. The request for the 8th CSC in Vernon County was not recommended by the governor. The current project for the 7th one is underway. We are still struggling in Jasper County on finding a suitable site. So you still don't have a location there? We still do not have a location. Are you going to continue to go down that path, or would there be a chance you could switch that over, or what are you thinking? I would say that we are headed very close to that decision. We have a few more avenues we're pursuing to try to find land that would work. After that, we will probably have to revisit the project a little bit, and may have to alter it some. OK.",FALSE,,
22,All right. Thank you. But we will be back in touch with the General Assembly before any changes to the project are made. OK.,FALSE,,
23,"Thank you. All right. Any other questions from the committee? Doesn't appear so. Thanks for being here. Appreciate the info. And tomorrow, same time, same place, we've got public safety. So 8.30 tomorrow. Thanks, everybody. Thank you. Thank you.",FALSE,,
